OBJECTID,ID,Source,State,Name_Taxa,Genus,Species,Level_Taxa,ITIS_TSN,COMID_NHDv2,HUC12,HUC8,HUC4,Time_frame,HUC6
20665,216224,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19548312,60400010104,6040001,604,1950-1990,60400
20666,290427,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19548568,60400010504,6040001,604,1950-1990,60400
20667,67631,Fish_United States,TN,Cottus carolinae,Cottus,carolinae,species,167239,19548968,60400010304,6040001,604,1950-1980,60400
20668,273492,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19549008,60400010303,6040001,604,1950-1990,60400
20669,234623,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19549564,60400010301,6040001,604,1950-1990,60400
20670,222760,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19576479,60300050501,6030005,603,1950-1990,60300
20671,221719,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19576775,60300050505,6030005,603,1950-1990,60300
20672,378078,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19576893,60300050504,6030005,603,1950-1990,60300
20673,220513,Fish_United States,TN,Cottus carolinae,Cottus,carolinae,species,167239,19576967,60300050402,6030005,603,1950-1980,60300
20674,252946,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19577005,60300050402,6030005,603,1950-1990,60300
20675,121579,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19594384,60300040201,6030004,603,1950-1990,60300
20676,157485,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19594468,60300040203,6030004,603,1950-1990,60300
20677,140686,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19594606,60300040206,6030004,603,1950-1990,60300
20678,57231,Fish_United States,TN,Cottus carolinae,Cottus,carolinae,species,167239,19594654,60300040207,6030004,603,1950-1980,60300
20679,86598,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19594678,60300040208,6030004,603,1950-1990,60300
20680,383452,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19595600,60300040202,6030004,603,1950-1990,60300
20681,78608,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19595826,60300040103,6030004,603,1950-1990,60300
20682,66540,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19595896,60300040204,6030004,603,1950-1990,60300
20683,239019,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19595904,60300040205,6030004,603,1950-1990,60300
20684,235447,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19596230,60300040301,6030004,603,1950-1990,60300
20685,85816,Fish_United States,TN,Cottus carolinae,Cottus,carolinae,species,167239,19596252,60300040302,6030004,603,1950-1980,60300
20686,72234,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19596350,60300040207,6030004,603,1950-1990,60300
20687,201403,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19596474,60300040302,6030004,603,1950-1990,60300
20688,192325,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19604287,60300030201,6030003,603,1950-1990,60300
20689,525176,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19604431,60300030101,6030003,603,1950-1990,60300
20690,409859,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19604435,60300030201,6030003,603,1950-1990,60300
20691,240147,Fish_United States,TN,Cottus carolinae,Cottus,carolinae,species,167239,19604497,60300030204,6030003,603,1950-1980,60300
20692,517494,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19604615,60300030103,6030003,603,1950-1990,60300
20693,372016,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19604711,60300030103,6030003,603,1950-1990,60300
20694,517510,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19604741,60300030303,6030003,603,1950-1990,60300
20695,250664,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19605295,60300030402,6030003,603,1950-1990,60300
20696,66332,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19605617,60300030801,6030003,603,1950-1990,60300
20697,387789,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19605781,60300030404,6030003,603,1950-1990,60300
20698,423166,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19605883,60300030406,6030003,603,1950-1990,60300
20699,272257,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19606055,60300030501,6030003,603,1950-1990,60300
20700,77390,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19606335,60300030904,6030003,603,1950-1990,60300
20701,417493,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19606383,60300030703,6030003,603,1950-1990,60300
20702,218593,Fish_United States,TN,Cottus carolinae,Cottus,carolinae,species,167239,19606397,60300030302,6030003,603,1950-1980,60300
20703,77419,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19606441,60300030902,6030003,603,1950-1990,60300
20704,389930,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19606509,60300030303,6030003,603,1950-1990,60300
20705,527424,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19606751,60300030704,6030003,603,1950-1990,60300
20706,245293,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19607005,60300030706,6030003,603,1950-1990,60300
20707,387283,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19607271,60300030602,6030003,603,1950-1990,60300
20708,519689,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19607331,60300030905,6030003,603,1950-1990,60300
20709,419413,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19607335,60300030706,6030003,603,1950-1990,60300
20710,153387,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19608071,60300030501,6030003,603,1950-1990,60300
20711,203808,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19608121,60300030705,6030003,603,1950-1990,60300
20712,77488,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19608141,60300030904,6030003,603,1950-1990,60300
20713,68124,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19608223,60300030903,6030003,603,1950-1990,60300
20714,52160,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19642948,60300010102,6030001,603,1950-1990,60300
20715,389929,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19643160,60300010301,6030001,603,1950-1990,60300
20716,158445,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19643234,60300010104,6030001,603,1950-1990,60300
20717,210938,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19661837,60200040102,6020004,602,1950-1990,60200
20718,181526,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19661873,60200040102,6020004,602,1950-1990,60200
20719,80067,Fish_United States,TN,Cottus carolinae,Cottus,carolinae,species,167239,19661917,60200040102,6020004,602,1950-1980,60200
20720,181831,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19661955,60200040103,6020004,602,1950-1990,60200
20721,389774,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19662065,60200040103,6020004,602,1950-1990,60200
20722,54659,Fish_United States,TN,Cottus carolinae,Cottus,carolinae,species,167239,19662129,60200040104,6020004,602,1950-1980,60200
20723,256348,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19662343,60200040104,6020004,602,1950-1990,60200
20724,257193,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19662499,60200040105,6020004,602,1950-1990,60200
20725,263222,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19662779,60200040302,6020004,602,1950-1990,60200
20726,183242,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19662965,60200040302,6020004,602,1950-1990,60200
20727,76288,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19663051,60200040202,6020004,602,1950-1990,60200
20728,249509,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19663123,60200040304,6020004,602,1950-1990,60200
20729,89680,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19663251,60200040204,6020004,602,1950-1990,60200
20730,154092,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19663349,60200040306,6020004,602,1950-1990,60200
20731,248249,Fish_United States,TN,Cottus carolinae,Cottus,carolinae,species,167239,19663353,60200040305,6020004,602,1950-1980,60200
20732,82476,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19667407,60200030212,6020003,602,1950-1990,60200
20733,168318,Fish_United States,TN,Cottus carolinae,Cottus,carolinae,species,167239,19667515,60200030211,6020003,602,1950-1980,60200
20734,424833,Fish_Tennessee,NC,Cottus carolinae,Cottus,carolinae,species,167239,19667683,60200030208,6020003,602,1950-1990,60200
20735,82197,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19667991,60200030211,6020003,602,1950-1990,60200
20736,187022,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19675179,60200021201,6020002,602,1950-1990,60200
20737,72386,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19675339,60200021002,6020002,602,1950-1990,60200
20738,266441,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19675459,60200021405,6020002,602,1950-1990,60200
20739,187245,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19675461,60200021202,6020002,602,1950-1990,60200
20740,72404,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19675569,60200021003,6020002,602,1950-1990,60200
20741,72459,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19675771,60200020802,6020002,602,1950-1990,60200
20742,252074,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19675841,60200021408,6020002,602,1950-1990,60200
20743,388504,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19676073,60200021407,6020002,602,1950-1990,60200
20744,82256,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19676133,60200021404,6020002,602,1950-1990,60200
20745,91953,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19676289,60200020908,6020002,602,1950-1990,60200
20746,66364,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19676505,60200020908,6020002,602,1950-1990,60200
20747,463865,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19676507,60200020802,6020002,602,1950-1990,60200
20748,177802,Fish_United States,NC,Cottus carolinae,Cottus,carolinae,species,167239,19676523,60200020907,6020002,602,1950-1980,60200
20749,82396,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19676641,60200021402,6020002,602,1950-1990,60200
20750,82394,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19676747,60200021401,6020002,602,1950-1990,60200
20751,501371,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19676759,60200020905,6020002,602,1950-1990,60200
20752,62820,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19676761,60200020909,6020002,602,1950-1990,60200
20753,132720,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19676811,60200021303,6020002,602,1950-1990,60200
20754,164324,Fish_Tennessee,NC,Cottus carolinae,Cottus,carolinae,species,167239,19677173,60200020904,6020002,602,1950-1990,60200
20755,132511,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19677281,60200021301,6020002,602,1950-1990,60200
20756,132591,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19677591,60200021301,6020002,602,1950-1990,60200
20757,72390,Fish_United States,TN,Cottus carolinae,Cottus,carolinae,species,167239,19677813,60200020802,6020002,602,1950-1980,60200
20758,90734,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19677917,60200020909,6020002,602,1950-1990,60200
20759,165242,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19678215,60200021403,6020002,602,1950-1990,60200
20760,77851,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19692827,60200010601,6020001,602,1950-1990,60200
20761,77948,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19692867,60200010601,6020001,602,1950-1990,60200
20762,91958,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19692887,60200010102,6020001,602,1950-1990,60200
20763,181290,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19693683,60200010603,6020001,602,1950-1990,60200
20764,53399,Fish_United States,TN,Cottus carolinae,Cottus,carolinae,species,167239,19695237,60200010501,6020001,602,1950-1980,60200
20765,207919,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19695419,60200010502,6020001,602,1950-1990,60200
20766,508165,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19695585,60200010502,6020001,602,1950-1990,60200
20767,165682,Fish_United States,TN,Cottus carolinae,Cottus,carolinae,species,167239,19695671,60200010401,6020001,602,1950-1980,60200
20768,190069,Fish_United States,TN,Cottus carolinae,Cottus,carolinae,species,167239,19710211,60102080402,6010208,601,1950-1980,60102
20769,187614,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19712125,60102080408,6010208,601,1950-1990,60102
20770,196657,Fish_United States,TN,Cottus carolinae,Cottus,carolinae,species,167239,19712193,60102080203,6010208,601,1950-1980,60102
20771,156052,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19712769,60102080405,6010208,601,1950-1990,60102
20772,411382,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19718563,60102040202,6010204,601,1950-1990,60102
20773,80085,Fish_United States,TN,Cottus carolinae,Cottus,carolinae,species,167239,19718583,60102040201,6010204,601,1950-1980,60102
20774,265956,Fish_United States,TN,Cottus carolinae,Cottus,carolinae,species,167239,19719239,60102040501,6010204,601,1950-1980,60102
20775,526991,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19719329,60102040501,6010204,601,1950-1990,60102
20776,220168,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19719509,60102040405,6010204,601,1950-1990,60102
20777,179542,Fish_North Carolina,TN,Cottus carolinae,Cottus,carolinae,species,167239,19719757,60102040406,6010204,601,1950-1990,60102
20778,173698,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19720275,60102040505,6010204,601,1950-1990,60102
20779,119066,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19720303,60102040505,6010204,601,1950-1990,60102
20780,131049,Fish_North Carolina,TN,Cottus carolinae,Cottus,carolinae,species,167239,19720353,60102040502,6010204,601,1950-1990,60102
20781,99306,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19720463,60102040404,6010204,601,1950-1990,60102
20782,53376,Fish_North Carolina,TN,Cottus carolinae,Cottus,carolinae,species,167239,19721745,60102040307,6010204,601,1950-1990,60102
20783,98518,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19721763,60102040307,6010204,601,1950-1990,60102
20784,75077,Fish_United States,TN,Cottus carolinae,Cottus,carolinae,species,167239,19721921,60102040308,6010204,601,1950-1980,60102
20785,248793,Fish_United States,TN,Cottus carolinae,Cottus,carolinae,species,167239,19722095,60102040305,6010204,601,1950-1980,60102
20786,406277,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19722609,60102040305,6010204,601,1950-1990,60102
20787,390213,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19722689,60102040307,6010204,601,1950-1990,60102
20788,148317,Fish_United States,TN,Cottus carolinae,Cottus,carolinae,species,167239,19742656,60101030101,6010103,601,1950-1980,60101
20789,64483,Fish_North Carolina,NC,Cottus carolinae,Cottus,carolinae,species,167239,19743814,60101030202,6010103,601,1950-1990,60101
20790,222191,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19744220,60101030508,6010103,601,1950-1990,60101
20791,102760,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19744306,60101030505,6010103,601,1950-1990,60101
20792,48559,Fish_North Carolina,TN,Cottus carolinae,Cottus,carolinae,species,167239,19744354,60101030505,6010103,601,1950-1990,60101
20793,519338,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19744422,60101030405,6010103,601,1950-1990,60101
20794,209886,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19744466,60101030502,6010103,601,1950-1990,60101
20795,188757,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19744474,60101030306,6010103,601,1950-1990,60101
20796,142229,Fish_North Carolina,TN,Cottus carolinae,Cottus,carolinae,species,167239,19744492,60101030404,6010103,601,1950-1990,60101
20797,44208,Fish_North Carolina,TN,Cottus carolinae,Cottus,carolinae,species,167239,19744520,60101030505,6010103,601,1950-1990,60101
20798,77171,Fish_North Carolina,TN,Cottus carolinae,Cottus,carolinae,species,167239,19744522,60101030502,6010103,601,1950-1990,60101
20799,275094,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19744604,60101030503,6010103,601,1950-1990,60101
20800,187780,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19744658,60101030403,6010103,601,1950-1990,60101
20801,82031,Fish_United States,NC,Cottus carolinae,Cottus,carolinae,species,167239,19744796,60101030401,6010103,601,1950-1980,60101
20802,74847,Fish_North Carolina,TN,Cottus carolinae,Cottus,carolinae,species,167239,19745260,60101030505,6010103,601,1950-1990,60101
20803,173021,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19750713,60101020302,6010102,601,1968-1987,60101
20804,91447,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19750761,60101020301,6010102,601,1968-1987,60101
20805,140631,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19750825,60101020301,6010102,601,1968-1987,60101
20806,406834,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19750839,60101020301,6010102,601,1968-1987,60101
20807,205193,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19750929,60101020303,6010102,601,1968-1987,60101
20808,196887,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19750931,60101020305,6010102,601,1968-1987,60101
20809,409657,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19751015,60101020305,6010102,601,1968-1987,60101
20810,386720,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19751039,60101020305,6010102,601,1968-1987,60101
20811,132555,Fish_United States,VA,Cottus carolinae,Cottus,carolinae,species,167239,19751081,60101020305,6010102,601,1950-1980,60101
20812,149177,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19751083,60101020305,6010102,601,1968-1987,60101
20813,517484,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19751135,60101020305,6010102,601,1968-1987,60101
20814,196341,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19751151,60101020101,6010102,601,1968-1987,60101
20815,414071,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19751175,60101020306,6010102,601,1968-1987,60101
20816,517082,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19751193,60101020102,6010102,601,1968-1987,60101
20817,166607,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19751213,60101020102,6010102,601,1968-1987,60101
20818,397789,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19751225,60101020102,6010102,601,1968-1987,60101
20819,408248,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19751257,60101020102,6010102,601,1968-1987,60101
20820,418800,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19751261,60101020101,6010102,601,1968-1987,60101
20821,527393,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19751287,60101020306,6010102,601,1968-1987,60101
20822,527009,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19751289,60101020102,6010102,601,1968-1987,60101
20823,89665,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19751399,60101020307,6010102,601,1968-1987,60101
20824,69383,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19751539,60101020307,6010102,601,1968-1987,60101
20825,518244,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19751545,60101020103,6010102,601,1968-1987,60101
20826,65149,Fish_Virginia,TN,Cottus carolinae,Cottus,carolinae,species,167239,19751689,60101020204,6010102,601,1968-1987,60101
20827,412779,Fish_Virginia,TN,Cottus carolinae,Cottus,carolinae,species,167239,19751709,60101020203,6010102,601,1968-1987,60101
20828,69434,Fish_United States,TN,Cottus carolinae,Cottus,carolinae,species,167239,19751797,60101020204,6010102,601,1950-1980,60101
20829,182121,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19752415,60101020103,6010102,601,1968-1987,60101
20830,278369,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19752857,60101020502,6010102,601,1950-1990,60101
20831,271997,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19753441,60101020703,6010102,601,1950-1990,60101
20832,32796,Fish_United States,TN,Cottus carolinae,Cottus,carolinae,species,167239,19753511,60101020405,6010102,601,1950-1980,60101
20833,239507,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19754131,60101020603,6010102,601,1950-1990,60101
20834,178286,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19754135,60101020702,6010102,601,1950-1990,60101
20835,240691,Fish_United States,VA,Cottus carolinae,Cottus,carolinae,species,167239,19760942,60101010105,6010101,601,1950-1980,60101
20836,395979,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19761064,60101010105,6010101,601,1968-1987,60101
20837,86132,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19761232,60101010102,6010101,601,1968-1987,60101
20838,70063,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19761248,60101010103,6010101,601,1968-1987,60101
20839,86195,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19761256,60101010101,6010101,601,1968-1987,60101
20840,69936,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19761282,60101010105,6010101,601,1968-1987,60101
20841,70018,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19761370,60101010103,6010101,601,1968-1987,60101
20842,98970,Fish_United States,VA,Cottus carolinae,Cottus,carolinae,species,167239,19761398,60101010201,6010101,601,1950-1980,60101
20843,70904,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19761410,60101010201,6010101,601,1968-1987,60101
20844,111223,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19761432,60101010201,6010101,601,1968-1987,60101
20845,227254,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19761574,60101010203,6010101,601,1968-1987,60101
20846,280940,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19761708,60101010203,6010101,601,1968-1987,60101
20847,85332,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19761776,60101010204,6010101,601,1968-1987,60101
20848,202760,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19761822,60101010205,6010101,601,1968-1987,60101
20849,259257,Fish_United States,VA,Cottus carolinae,Cottus,carolinae,species,167239,19761882,60101010205,6010101,601,1950-1980,60101
20850,280337,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19761978,60101010201,6010101,601,1968-1987,60101
20851,267116,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19762130,60101010401,6010101,601,1968-1987,60101
20852,287667,Fish_United States,VA,Cottus carolinae,Cottus,carolinae,species,167239,19762164,60101010401,6010101,601,1950-1980,60101
20853,188182,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19762204,60101010205,6010101,601,1968-1987,60101
20854,294691,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19762338,60101010301,6010101,601,1968-1987,60101
20855,285495,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19762356,60101010401,6010101,601,1968-1987,60101
20856,127273,Fish_United States,VA,Cottus carolinae,Cottus,carolinae,species,167239,19762412,60101010401,6010101,601,1950-1980,60101
20857,169304,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19762426,60101010303,6010101,601,1968-1987,60101
20858,48045,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19762552,60101010303,6010101,601,1968-1987,60101
20859,285272,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19762588,60101010305,6010101,601,1968-1987,60101
20860,65031,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19762646,60101010402,6010101,601,1968-1987,60101
20861,140692,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19762736,60101010402,6010101,601,1968-1987,60101
20862,72349,Fish_Virginia,TN,Cottus carolinae,Cottus,carolinae,species,167239,19762750,60101010307,6010101,601,1968-1987,60101
20863,206395,Fish_Virginia,VA,Cottus carolinae,Cottus,carolinae,species,167239,19762764,60101010306,6010101,601,1968-1987,60101
20864,52684,Fish_Virginia,TN,Cottus carolinae,Cottus,carolinae,species,167239,19762786,60101010307,6010101,601,1968-1987,60101
20865,351719,Fish_Virginia,TN,Cottus carolinae,Cottus,carolinae,species,167239,19762906,60101010404,6010101,601,1968-1987,60101
20866,119693,Fish_Virginia,TN,Cottus carolinae,Cottus,carolinae,species,167239,19762920,60101010403,6010101,601,1968-1987,60101
20867,85579,Fish_Virginia,TN,Cottus carolinae,Cottus,carolinae,species,167239,19762922,60101010403,6010101,601,1968-1987,60101
20868,317570,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,19762962,60101010404,6010101,601,1950-1990,60101
20869,88379,Fish_Virginia,TN,Cottus carolinae,Cottus,carolinae,species,167239,19763226,60101010307,6010101,601,1968-1987,60101
20870,517552,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,22122790,60102070402,6010207,601,1950-1990,60102
20871,411448,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,22122876,60102070402,6010207,601,1950-1990,60102
20872,412225,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,22122906,60102070101,6010207,601,1950-1990,60102
20873,517954,Fish_Tennessee,TN,Cottus carolinae,Cottus,carolinae,species,167239,22123064,60102070201,6010207,601,1950-1990,60102
